ensembl_gene_id	ensembl_transcript_id	start	end	HGNC_gene_symbol	swissprot_id
ENSG00000162878	ENST00000294964	180	1659	PKDCC	Q504Y2
ENSG00000162881	ENST00000378661	83	1351	OXER1	Q8TDS5
ENSG00000162882	ENST00000294973	48	905	HAAO	P46952
ENSG00000162885	ENST00000676288	174	1679	B3GALNT2	Q8NCR0
ENSG00000162889	ENST00000367103	326	1526	MAPKAPK2	P49137
ENSG00000162891	ENST00000367098	95	623	IL20	Q9NYY1
ENSG00000162892	ENST00000391929	276	897	IL24	Q13007
ENSG00000162894	ENST00000367091	88	1257	FCMR	O60667
ENSG00000162896	ENST00000356495	185	2476	PIGR	P01833
ENSG00000162897	ENST00000324852	336	2066	FCAMR	Q8WWV6
ENSG00000162909	ENST00000295006	103	2203	CAPN2	P17655
ENSG00000162910	ENST00000366738	130	621	MRPL55	Q7Z7F7
ENSG00000162923	ENST00000414423	393	2675	WDR26	Q9H7D7
ENSG00000162924	ENST00000295025	321	2178	REL	Q04864
ENSG00000162927	ENST00000316752	264	1850	PUS10	Q3MIT2
ENSG00000162928	ENST00000295030	41	1250	PEX13	Q92968
ENSG00000162929	ENST00000402291	304	2458	SANBR	Q6NSI8
ENSG00000162931	ENST00000366698	365	1795	TRIM17	Q9Y577
ENSG00000162944	ENST00000295049	130	1632	RFTN2	Q52LD8
ENSG00000162946	ENST00000439617	79	2641	DISC1	Q9NRI5
ENSG00000162949	ENST00000295055	178	2184	CAPN13	Q6MZZ7
ENSG00000162951	ENST00000417012	302	1867	LRRTM1	Q86UE6
ENSG00000162959	ENST00000379383	58	957	MEMO1	Q9Y316
ENSG00000162961	ENST00000342166	110	406	DPY30	Q9C005
ENSG00000162971	ENST00000354611	22	966	TYW5	A2RUC4
ENSG00000162972	ENST00000295079	323	1196	MAIP1	Q8WWC4
ENSG00000162975	ENST00000295082	494	1976	KCNF1	Q9H3M0
ENSG00000162976	ENST00000295083	81	687	SLC66A3	Q8N755
ENSG00000162980	ENST00000295087	246	782	ARL5A	Q9Y689
ENSG00000162981	ENST00000295092	258	1134	LRATD1	Q96KN4
ENSG00000162989	ENST00000295101	82	1585	KCNJ3	P48549
ENSG00000162992	ENST00000295108	100	1167	NEUROD1	Q13562
ENSG00000162994	ENST00000401408	327	2084	CLHC1	Q8NHS4
ENSG00000162998	ENST00000295113	86	1060	FRZB	Q92765
ENSG00000162999	ENST00000354221	188	839	DUSP19	Q8WTR2
ENSG00000163001	ENST00000339012	199	1300	CFAP36	Q96G28
ENSG00000163002	ENST00000295119	16	994	NUP35	Q8NFH5
ENSG00000163006	ENST00000295124	53	2048	CCDC138	Q96M89
ENSG00000163012	ENST00000295131	41	1939	ZSWIM2	Q8NEG5
ENSG00000163013	ENST00000521871	417	3041	FBXO41	Q8TF61
ENSG00000163017	ENST00000345517	81	1209	ACTG2	P63267
ENSG00000163026	ENST00000295148	97	2259	WDCP	Q9H6R7
ENSG00000163029	ENST00000448223	278	3550	SMC6	Q96SB8
ENSG00000163032	ENST00000404666	283	856	VSNL1	P62760
ENSG00000163040	ENST00000295171	139	1273	CCDC74A	Q96AQ1
ENSG00000163041	ENST00000366816	345	753	H3-3A	P84243
ENSG00000163046	ENST00000409867	248	1021	ANKRD30BL	A7E2S9
ENSG00000163050	ENST00000366777	116	2057	COQ8A	Q8NI60
ENSG00000163053	ENST00000295190	385	1914	SLC16A14	Q7RTX9
ENSG00000163060	ENST00000295201	151	1456	TEKT4	Q8WW24
ENSG00000163064	ENST00000295206	482	1657	EN1	Q05925
ENSG00000163069	ENST00000381431	41	994	SGCB	Q16585
ENSG00000163071	ENST00000295213	402	2016	SPATA18	Q8TC71
ENSG00000163072	ENST00000458381	759	2448	NOSTRIN	Q8IVI9
ENSG00000163075	ENST00000413369	110	2630	CFAP221	Q4G0U5
ENSG00000163082	ENST00000321276	61	1258	SGPP2	Q8IWX5
ENSG00000163083	ENST00000295228	54	1275	INHBB	P09529
ENSG00000163092	ENST00000672671	265	11776	XIRP2	A4UGR9
ENSG00000163093	ENST00000295240	61	1084	BBS5	Q8N3I7
ENSG00000163104	ENST00000359052	175	3259	SMARCAD1	Q9H4L7
ENSG00000163106	ENST00000295256	52	648	HPGDS	O60760
ENSG00000163110	ENST00000514743	45	1920	PDLIM5	Q96HC4
ENSG00000163114	ENST00000295266	59	1223	PDHA2	P29803
ENSG00000163116	ENST00000295268	327	1703	STPG2	Q8N412
ENSG00000163121	ENST00000451794	72	857	NEURL3	Q96EH8
ENSG00000163125	ENST00000369068	569	4952	RPRD2	Q5VT52
ENSG00000163126	ENST00000318357	30	944	ANKRD23	Q86SG2
ENSG00000163131	ENST00000368985	83	1075	CTSS	P25774
ENSG00000163132	ENST00000382723	236	1145	MSX1	P28360
ENSG00000163138	ENST00000471979	249	993	PACRGL	Q8N7B6
ENSG00000163141	ENST00000368931	141	1212	BNIPL	Q7Z465
ENSG00000163145	ENST00000295297	260	1148	C1QTNF7	Q9BXJ2
ENSG00000163154	ENST00000368910	107	659	TNFAIP8L2	Q6P589
ENSG00000163155	ENST00000368908	645	1325	LYSMD1	Q96S90
ENSG00000163156	ENST00000368905	10	700	SCNM1	Q9BWG6
ENSG00000163157	ENST00000295314	101	1135	TMOD4	Q9NZQ9
ENSG00000163159	ENST00000354473	38	1162	VPS72	Q15906
ENSG00000163161	ENST00000647169	64	2484	ERCC3	P19447
ENSG00000163162	ENST00000295317	114	1313	RNF149	Q8NC42
ENSG00000163166	ENST00000295321	282	2738	IWS1	Q96ST2
ENSG00000163170	ENST00000327428	39	359	BOLA3	Q53S33
ENSG00000163171	ENST00000611976	419	1180	CDC42EP3	Q9UKI2
ENSG00000163191	ENST00000271638	90	404	S100A11	P31949
ENSG00000163202	ENST00000368787	70	345	LCE3D	Q9BYE3
ENSG00000163206	ENST00000368765	146	494	SMCP	P49901
ENSG00000163207	ENST00000368764	64	1819	IVL	P07476
ENSG00000163209	ENST00000331860	151	658	SPRR3	Q9UBC9
ENSG00000163214	ENST00000457308	155	4312	DHX57	Q6P158
ENSG00000163216	ENST00000360379	63	278	SPRR2D	P22532
ENSG00000163217	ENST00000295379	40	1311	BMP10	O95393
ENSG00000163218	ENST00000359650	361	1479	PGLYRP4	Q96LB8
ENSG00000163219	ENST00000409202	390	2328	ARHGAP25	P42331
ENSG00000163220	ENST00000368738	44	386	S100A9	P06702
ENSG00000163221	ENST00000368737	91	366	S100A12	P80511
ENSG00000163235	ENST00000444975	398	895	TGFA	P01135
ENSG00000163239	ENST00000368480	86	1184	TDRD10	Q5VZ19
ENSG00000163249	ENST00000295414	258	1335	CCNYL1	Q8N7R7
ENSG00000163251	ENST00000295417	898	2652	FZD5	Q13467
ENSG00000163254	ENST00000282141	37	558	CRYGC	P07315
ENSG00000163257	ENST00000382247	1061	1708	DCAF16	Q9NXF7
ENSG00000163263	ENST00000368525	27	329	CFAP141	Q5VU69
ENSG00000163273	ENST00000409852	148	525	NPPC	P23582
ENSG00000163281	ENST00000295448	119	946	GNPDA2	Q8TDQ7
ENSG00000163283	ENST00000392027	53	1658	ALPP	P05187
ENSG00000163285	ENST00000295452	142	1536	GABRG1	Q8N1C3
ENSG00000163286	ENST00000295453	52	1648	ALPG	P10696
ENSG00000163288	ENST00000295454	86	1508	GABRB1	P18505
ENSG00000163291	ENST00000511594	2	934	PAQR3	Q6TCH7
ENSG00000163293	ENST00000295461	69	1299	NIPAL1	Q6NVV3
ENSG00000163295	ENST00000295463	48	1632	ALPI	P09923
ENSG00000163297	ENST00000680913	155	1669	ANTXR2	P58335
ENSG00000163312	ENST00000295488	131	3433	HELQ	Q8TDG4
ENSG00000163319	ENST00000295491	21	447	MRPS18C	Q9Y3D5
ENSG00000163320	ENST00000309534	463	963	CGGBP1	Q9UFW8
ENSG00000163322	ENST00000321945	29	1255	ABRAXAS1	Q6UWZ7
ENSG00000163328	ENST00000392552	189	2798	GPR155	Q7Z3F1
ENSG00000163331	ENST00000343761	2	521	DAPL1	A0PJW8
ENSG00000163344	ENST00000368467	35	610	PMVK	Q15126
ENSG00000163346	ENST00000368463	68	2260	PBXIP1	Q96AQ6
ENSG00000163347	ENST00000295522	241	873	CLDN1	O95832
ENSG00000163348	ENST00000368457	207	1424	PYGO2	Q9BRQ0
ENSG00000163349	ENST00000426820	212	3842	HIPK1	Q86Z02
ENSG00000163352	ENST00000368427	23	206	LENEP	Q9Y5L5
ENSG00000163354	ENST00000368424	81	2399	DCST2	Q5T1A1
ENSG00000163357	ENST00000295542	97	2215	DCST1	Q5T197
ENSG00000163359	ENST00000295550	243	9773	COL6A3	P12111
ENSG00000163362	ENST00000367342	201	2190	INAVA	Q3KP66
ENSG00000163374	ENST00000368339	193	2856	YY1AP1	Q9H869
ENSG00000163376	ENST00000417314	50	1853	KBTBD8	Q8NFY9
ENSG00000163377	ENST00000295569	431	850	TAFA4	Q96LR4
ENSG00000163378	ENST00000383701	467	2047	EOGT	Q5NDL2
ENSG00000163380	ENST00000420581	210	1889	LMOD3	Q0VAK6
ENSG00000163382	ENST00000680661	40	946	NAXE	Q8NCW5
ENSG00000163389	ENST00000295588	60	1236	POGLUT1	Q8NBL1
ENSG00000163393	ENST00000369503	116	1757	SLC22A15	Q8IZD6
ENSG00000163394	ENST00000295589	218	1501	CCKAR	P32238
ENSG00000163395	ENST00000335211	132	11256	IGFN1	Q86VF2
ENSG00000163399	ENST00000295598	269	3338	ATP1A1	P05023
ENSG00000163406	ENST00000489711	77	2264	SLC15A2	Q16348
ENSG00000163412	ENST00000425534	36	707	EIF4E3	Q8N5X7
ENSG00000163421	ENST00000295619	97	483	PROK2	Q9HC23
ENSG00000163424	ENST00000295622	26	1634	TEX55	Q96M34
ENSG00000163428	ENST00000295628	112	1224	LRRC58	Q96CX6
ENSG00000163430	ENST00000295633	97	1020	FSTL1	Q12841
ENSG00000163431	ENST00000367288	209	2008	LMOD1	P29536
ENSG00000163435	ENST00000359651	3193	4306	ELF3	P78545
ENSG00000163440	ENST00000295645	137	859	PDCL2	Q8N4E4
ENSG00000163444	ENST00000367242	93	1221	TMEM183A	Q8IXX5
ENSG00000163449	ENST00000437356	188	1079	TMEM169	Q96HH4
ENSG00000163453	ENST00000295666	35	880	IGFBP7	Q16270
ENSG00000163462	ENST00000334634	119	2396	TRIM46	Q7Z4K8
ENSG00000163463	ENST00000497317	31	459	KRTCAP2	Q8N6L1
ENSG00000163464	ENST00000295683	89	1138	CXCR1	P25024
ENSG00000163466	ENST00000315717	75	975	ARPC2	O15144
ENSG00000163467	ENST00000368255	361	736	TSACC	Q96A04
ENSG00000163468	ENST00000295688	109	1743	CCT3	P49368
ENSG00000163472	ENST00000295694	162	1344	TMEM79	Q9BSE2
ENSG00000163479	ENST00000295702	65	613	SSR2	P43308
ENSG00000163481	ENST00000295704	33	1409	RNF25	Q96BH1
ENSG00000163482	ENST00000295709	220	4165	STK36	Q9NRP7
ENSG00000163485	ENST00000309502	412	1390	ADORA1	P30542
ENSG00000163491	ENST00000429845	364	3879	NEK10	Q6ZWH5
ENSG00000163492	ENST00000443758	197	4786	CCDC141	Q6ZP82
ENSG00000163497	ENST00000295727	110	823	FEV	Q99581
ENSG00000163499	ENST00000392096	52	642	CRYBA2	P53672
ENSG00000163501	ENST00000295731	455	1687	IHH	Q14623
ENSG00000163507	ENST00000295746	64	2778	CIP2A	Q8TCG1
ENSG00000163508	ENST00000449599	30	2144	EOMES	O95936
ENSG00000163510	ENST00000410053	545	3268	CWC22	Q9HCG8
ENSG00000163512	ENST00000479665	230	1405	AZI2	Q9H6S1
ENSG00000163513	ENST00000359013	284	2060	TGFBR2	P37173
ENSG00000163515	ENST00000295755	226	558	RETNLB	Q9BQ08
ENSG00000163516	ENST00000323348	126	2304	ANKZF1	Q9H8Y5
ENSG00000163517	ENST00000295757	43	1084	HDAC11	Q96DB2
ENSG00000163518	ENST00000271532	142	1686	FCRL4	Q96PJ5
ENSG00000163519	ENST00000295756	143	701	TRAT1	Q6PIZ9
ENSG00000163520	ENST00000404922	126	3819	FBLN2	P98095
ENSG00000163521	ENST00000295759	287	2248	GLB1L	Q6UWU2
ENSG00000163527	ENST00000295770	75	2553	STT3B	Q8TCJ2
ENSG00000163528	ENST00000295767	326	790	CHCHD4	Q8N4Q1
ENSG00000163530	ENST00000478945	248	1141	DPPA2	Q7Z7J5
ENSG00000163531	ENST00000339876	331	4051	NFASC	O94856
ENSG00000163534	ENST00000368176	84	1370	FCRL1	Q96LA6
ENSG00000163535	ENST00000357799	49	3844	SGO2	Q562F6
ENSG00000163536	ENST00000446050	122	1352	SERPINI1	Q99574
ENSG00000163539	ENST00000359576	212	4756	CLASP2	O75122
ENSG00000163541	ENST00000393868	12	1049	SUCLG1	P53597
ENSG00000163545	ENST00000367157	118	2001	NUAK2	Q9H093
ENSG00000163554	ENST00000643759	199	7455	SPTA1	P02549
ENSG00000163558	ENST00000295797	247	2035	PRKCI	P41743
ENSG00000163563	ENST00000368141	228	1449	MNDA	P41218
ENSG00000163564	ENST00000368140	246	1722	PYHIN1	Q6K0P9
ENSG00000163565	ENST00000295809	276	2631	IFI16	Q16666
ENSG00000163568	ENST00000368130	155	1183	AIM2	O14862
ENSG00000163576	ENST00000295824	200	2698	EFHB	Q8N7U6
ENSG00000163577	ENST00000295822	131	589	EIF5A2	Q9GZV4
ENSG00000163581	ENST00000314251	51	1622	SLC2A2	P11168
ENSG00000163584	ENST00000466674	1	426	RPL22L1	Q6P5R6
ENSG00000163586	ENST00000295834	46	426	FABP1	P07148
ENSG00000163590	ENST00000498165	79	1159	PPM1L	Q5SGD2
ENSG00000163596	ENST00000392237	159	1604	ICA1L	Q8NDH6
ENSG00000163599	ENST00000648405	173	842	CTLA4	P16410
ENSG00000163600	ENST00000316386	53	650	ICOS	Q9Y6W8
ENSG00000163602	ENST00000477973	2	652	RYBP	Q8N488
ENSG00000163605	ENST00000356692	228	1479	PPP4R2	Q9NY27
ENSG00000163606	ENST00000308611	247	1290	CD200R1	Q8TD46
ENSG00000163607	ENST00000383678	17	869	GTPBP8	Q8N3Z3
ENSG00000163608	ENST00000314400	25	1725	NEPRO	Q6NW34
ENSG00000163611	ENST00000295872	261	2825	SPICE1	Q8N0Z3
ENSG00000163617	ENST00000295878	61	2868	CCDC191	Q8NCU4
ENSG00000163618	ENST00000383710	388	4446	CADPS	Q9ULU8
ENSG00000163623	ENST00000295886	1065	2165	NKX6-1	P78426
ENSG00000163624	ENST00000295887	276	1659	CDS1	Q92903
ENSG00000163625	ENST00000295888	708	11285	WDFY3	Q8IZQ1
ENSG00000163626	ENST00000507544	68	1069	COX18	Q8N8Q8
ENSG00000163629	ENST00000511467	6	7476	PTPN13	Q12923
ENSG00000163630	ENST00000478300	227	1082	SYNPR	Q8TBG9
ENSG00000163631	ENST00000295897	42	1869	ALB	P02768
ENSG00000163632	ENST00000647022	111	990	C3orf49	Q96BT1
ENSG00000163633	ENST00000295898	314	664	C4orf36	Q96KX1
ENSG00000163634	ENST00000295899	16	627	THOC7	Q6I9Y2
ENSG00000163635	ENST00000522345	12	2847	ATXN7	O15265
ENSG00000163636	ENST00000492933	54	1379	PSMD6	Q15008
ENSG00000163637	ENST00000295902	36	2735	PRICKLE2	Q7Z3G6
ENSG00000163638	ENST00000498707	344	6148	ADAMTS9	Q9P2N4
ENSG00000163644	ENST00000608933	216	1331	PPM1K	Q8N3J5
ENSG00000163645	ENST00000295910	23	2011	ERICH6	Q7L0X2
ENSG00000163646	ENST00000328863	1	735	CLRN1	P58418
ENSG00000163655	ENST00000496455	222	2301	GMPS	P49915
ENSG00000163659	ENST00000486483	169	2140	TIPARP	Q7Z3E1
ENSG00000163660	ENST00000295926	54	1631	CCNL1	Q9UK58
ENSG00000163661	ENST00000295927	85	1228	PTX3	P26022
ENSG00000163666	ENST00000647958	392	946	HESX1	Q9UBX0
ENSG00000163673	ENST00000636136	291	2741	DCLK3	Q9C098
ENSG00000163681	ENST00000671191	1139	3665	SLMAP	Q14BN4
ENSG00000163682	ENST00000503277	6	665	RPL9	P32969
ENSG00000163683	ENST00000295958	163	459	SMIM14	Q96QK8
ENSG00000163684	ENST00000295959	195	567	RPP14	O95059
ENSG00000163686	ENST00000295962	411	1422	ABHD6	Q9BV23
ENSG00000163687	ENST00000394549	67	981	DNASE1L3	Q13609
ENSG00000163689	ENST00000482387	395	2836	CFAP20DC	Q6ZVT6
ENSG00000163694	ENST00000381793	398	2176	RBM47	A0AV96
ENSG00000163697	ENST00000508593	555	2831	APBB2	Q92870
ENSG00000163701	ENST00000421412	19	2119	IL17RE	Q8NFR9
ENSG00000163702	ENST00000295981	219	2592	IL17RC	Q8NAC3
ENSG00000163703	ENST00000683835	583	2194	CRELD1	Q96HD1
ENSG00000163704	ENST00000295984	111	3053	PRRT3	Q5FWE3
ENSG00000163705	ENST00000524279	226	756	FANCD2OS	Q96PS1
ENSG00000163710	ENST00000295992	188	1432	PCOLCE2	Q9UKZ9
ENSG00000163714	ENST00000473835	60	3147	U2SURP	O15042
ENSG00000163719	ENST00000296003	80	2030	MTMR14	Q8NCE2
ENSG00000163728	ENST00000296015	100	2410	TTC14	Q96N46
ENSG00000163734	ENST00000296026	79	399	CXCL3	P19876
ENSG00000163735	ENST00000296027	97	438	CXCL5	P42830
ENSG00000163736	ENST00000296028	88	471	PPBP	P02775
ENSG00000163737	ENST00000296029	75	377	PF4	P02776
ENSG00000163738	ENST00000395759	28	1069	MTHFD2L	Q9H903
ENSG00000163739	ENST00000395761	79	400	CXCL1	P09341
ENSG00000163743	ENST00000324439	118	900	RCHY1	Q96PM5
ENSG00000163746	ENST00000497985	441	1331	PLSCR2	Q9NRY7
ENSG00000163749	ENST00000682701	294	3644	CCDC158	Q5M9N0
ENSG00000163751	ENST00000296046	13	1264	CPA3	P15088
ENSG00000163754	ENST00000345003	102	1152	GYG1	P46976
ENSG00000163755	ENST00000296051	87	3099	HPS3	Q969F9
ENSG00000163762	ENST00000296059	142	744	TM4SF18	Q96CE8
ENSG00000163781	ENST00000260810	181	4746	TOPBP1	Q92547
ENSG00000163785	ENST00000620660	91	1920	RYK	P34925
ENSG00000163788	ENST00000454177	383	2678	SNRK	Q9NRH2
ENSG00000163792	ENST00000296096	131	773	TCF23	Q7RTU1
ENSG00000163793	ENST00000296097	407	974	DNAJC5G	Q8N7S2
ENSG00000163794	ENST00000296099	300	671	UCN	P55089
ENSG00000163795	ENST00000323703	209	1831	ZNF513	Q8N8E2
ENSG00000163798	ENST00000326019	283	2671	SLC4A1AP	Q9BWU0
ENSG00000163803	ENST00000327757	56	4430	PLB1	Q6P1J6
ENSG00000163806	ENST00000379579	148	1087	SPDYA	Q5MJ70
ENSG00000163807	ENST00000296121	18	479	KIAA1143	Q96AT1
ENSG00000163808	ENST00000326047	73	4237	KIF15	Q9NS87
ENSG00000163810	ENST00000296125	72	2124	TGM4	P49221
ENSG00000163811	ENST00000407426	33	2064	WDR43	Q15061
ENSG00000163812	ENST00000342790	259	1257	ZDHHC3	Q9NYG2
ENSG00000163814	ENST00000296129	92	2599	CDCP1	Q9H5V8
ENSG00000163815	ENST00000296130	61	667	CLEC3B	P05452
ENSG00000163817	ENST00000358525	118	1893	SLC6A20	Q9NP91
ENSG00000163818	ENST00000296135	129	1025	LZTFL1	Q9NQ48
ENSG00000163820	ENST00000296137	216	4649	FYCO1	Q9BQS8
ENSG00000163823	ENST00000296140	44	1108	CCR1	P32246
ENSG00000163825	ENST00000684260	829	1525	RTP3	Q9BQQ7
ENSG00000163827	ENST00000395905	146	1258	LRRC2	Q9BYS8
ENSG00000163832	ENST00000296149	123	920	ELP6	Q0PNE2
ENSG00000163833	ENST00000338040	155	2282	FBXO40	Q9UH90
ENSG00000163840	ENST00000296161	90	2310	DTX3L	Q8TDB6
ENSG00000163848	ENST00000360647	458	2839	ZNF148	Q9UQR1
ENSG00000163864	ENST00000643695	409	1446	NMNAT3	Q96T66
ENSG00000163866	ENST00000521580	79	354	SMIM12	Q96EX1
ENSG00000163867	ENST00000357182	206	4180	ZMYM6	O95789
ENSG00000163870	ENST00000648957	859	1977	TPRA1	Q86W33
ENSG00000163872	ENST00000305135	217	4483	YEATS2	Q9ULM3
ENSG00000163873	ENST00000373091	408	3164	GRIK3	Q13003
ENSG00000163874	ENST00000373087	89	1886	ZC3H12A	Q5D1E8
ENSG00000163875	ENST00000373075	18	620	MEAF6	Q9HAF1
ENSG00000163877	ENST00000296215	65	1252	SNIP1	Q8TAD8
ENSG00000163879	ENST00000296218	11	851	DNALI1	O14645
ENSG00000163882	ENST00000429568	60	585	POLR2H	P52434
ENSG00000163884	ENST00000296233	198	1445	KLF15	Q9UIH9
ENSG00000163885	ENST00000505024	30	1866	CFAP100	Q494V2
ENSG00000163888	ENST00000296238	269	505	CAMK2N2	Q96S95
ENSG00000163898	ENST00000296252	118	1470	LIPH	Q8WWY8
ENSG00000163900	ENST00000421852	75	866	TMEM41A	Q96HV5
ENSG00000163902	ENST00000296255	19	1839	RPN1	P04843
ENSG00000163904	ENST00000296257	120	1887	SENP2	Q9HC62
ENSG00000163909	ENST00000372852	19	1002	HEYL	Q9NQ87
ENSG00000163913	ENST00000296266	193	4069	IFT122	Q9HBG6
ENSG00000163914	ENST00000296271	96	1140	RHO	P08100
ENSG00000163918	ENST00000392481	283	1371	RFC4	P35249
ENSG00000163923	ENST00000455270	301	453	RPL39L	Q96EH5
ENSG00000163930	ENST00000460680	131	2317	BAP1	Q92560
ENSG00000163931	ENST00000423516	81	1973	TKT	P29401
ENSG00000163932	ENST00000394729	329	2357	PRKCD	Q05655
ENSG00000163933	ENST00000296292	36	1658	RFT1	Q96AA3
ENSG00000163935	ENST00000394752	389	2986	SFMBT1	Q9UHJ3
ENSG00000163938	ENST00000418458	62	1709	GNL3	Q9BVP2
ENSG00000163939	ENST00000296302	3	5069	PBRM1	Q86U86
ENSG00000163945	ENST00000677428	555	3009	UVSSA	Q2YD98
ENSG00000163946	ENST00000683822	260	5269	TASOR	Q9UK61
ENSG00000163947	ENST00000338458	111	1784	ARHGEF3	Q9NR81
ENSG00000163950	ENST00000318386	63	893	SLBP	Q14493
ENSG00000163956	ENST00000650182	11	1081	LRPAP1	P30533
ENSG00000163958	ENST00000296326	86	1012	ZDHHC19	Q8WVZ1
ENSG00000163959	ENST00000296327	180	1200	SLC51A	Q86UW1
ENSG00000163960	ENST00000296328	29	1495	UBXN7	O94888
ENSG00000163961	ENST00000318037	596	2308	RNF168	Q8IYW5
ENSG00000163964	ENST00000296333	123	951	PIGX	Q8TBF5
ENSG00000163975	ENST00000296350	116	2329	MELTF	P08582
ENSG00000163982	ENST00000296358	66	1901	OTOP1	Q7RTM1
ENSG00000163993	ENST00000296370	56	341	S100P	P25815
ENSG00000163995	ENST00000545242	90	2039	ABLIM2	Q6H8Q1
ENSG00000164002	ENST00000358527	401	1520	EXO5	Q9H790
ENSG00000164007	ENST00000296387	174	845	CLDN19	Q8N6F1
ENSG00000164008	ENST00000372525	64	661	C1orf50	Q9BV19
ENSG00000164010	ENST00000372517	254	1679	ERMAP	Q96PL5
ENSG00000164011	ENST00000372502	303	1248	ZNF691	Q5VV52
ENSG00000164022	ENST00000358008	675	1611	AIMP1	Q12904
ENSG00000164023	ENST00000394684	558	1653	SGMS2	Q8NHU3
ENSG00000164024	ENST00000296411	34	1192	METAP1	P53582
ENSG00000164031	ENST00000442697	48	1184	DNAJB14	Q8TBM8
ENSG00000164032	ENST00000296417	106	489	H2AZ1	P0C0S5
ENSG00000164035	ENST00000296420	109	891	EMCN	Q9ULC0
ENSG00000164037	ENST00000296422	109	1653	SLC9B1	Q4ZJI4
ENSG00000164038	ENST00000362026	163	1773	SLC9B2	Q86UD5
ENSG00000164039	ENST00000296424	73	807	BDH2	Q9BUT1
ENSG00000164040	ENST00000613358	961	1701	PGRMC2	O15173
ENSG00000164045	ENST00000302506	471	2042	CDC25A	P30304
ENSG00000164047	ENST00000296435	157	676	CAMP	P49913
ENSG00000164048	ENST00000354698	69	1161	ZNF589	Q86UQ0
ENSG00000164049	ENST00000296438	187	1579	FBXW12	Q6X9E4
ENSG00000164050	ENST00000296440	139	6543	PLXNB1	O43157
ENSG00000164051	ENST00000395694	141	1373	CCDC51	Q96ER9
ENSG00000164053	ENST00000320211	110	2483	ATRIP	Q8WXE1
ENSG00000164054	ENST00000296444	81	800	SHISA5	Q8N114
ENSG00000164056	ENST00000651917	440	1397	SPRY1	O43609
ENSG00000164061	ENST00000296452	127	11905	BSN	Q9UPA5
ENSG00000164062	ENST00000438011	36	2247	APEH	P13798
ENSG00000164066	ENST00000335251	79	2905	INTU	Q9ULD6
ENSG00000164068	ENST00000327697	87	4029	RNF123	Q5XPI4
ENSG00000164070	ENST00000508776	333	2850	HSPA4L	O95757
ENSG00000164073	ENST00000641686	41	1594	MFSD8	Q8NHS3
ENSG00000164074	ENST00000645843	219	1611	ABHD18	Q0P651
ENSG00000164076	ENST00000477224	164	1666	CAMKV	Q8NCB2
ENSG00000164077	ENST00000642691	384	2048	MON1A	Q86VX9
ENSG00000164078	ENST00000296474	265	4464	MST1R	Q04912
ENSG00000164080	ENST00000409535	126	4527	RAD54L2	Q9Y4B4
ENSG00000164081	ENST00000457573	201	1140	TEX264	Q9Y6I9
ENSG00000164082	ENST00000395052	237	2853	GRM2	Q14416
ENSG00000164086	ENST00000495880	206	1462	DUSP7	Q16829
ENSG00000164087	ENST00000296484	52	1272	POC1A	Q8NBT0
ENSG00000164088	ENST00000323588	67	1444	PPM1M	Q96MI6
ENSG00000164089	ENST00000296486	156	1652	ETNPPL	Q8TBG4
ENSG00000164091	ENST00000296490	289	1227	WDR82	Q6UXN9
ENSG00000164093	ENST00000644743	618	1589	PITX2	Q99697
ENSG00000164096	ENST00000399075	1	597	C4orf3	Q8WVX3
ENSG00000164099	ENST00000296498	284	2908	PRSS12	P56730
ENSG00000164100	ENST00000296499	263	2882	NDST3	O95803
ENSG00000164104	ENST00000296503	108	734	HMGB2	P26583
ENSG00000164105	ENST00000296504	230	890	SAP30	O75446
ENSG00000164106	ENST00000296506	64	357	SCRG1	O75711
ENSG00000164107	ENST00000359562	941	1591	HAND2	P61296
ENSG00000164109	ENST00000296509	115	729	MAD2L1	Q13257
ENSG00000164111	ENST00000296511	154	1113	ANXA5	P08758
ENSG00000164112	ENST00000643663	66	254	SMIM43	Q4W5P6
ENSG00000164113	ENST00000296513	188	1916	ADAD1	Q96M93
ENSG00000164114	ENST00000311277	260	2200	MAP9	Q49MG5
ENSG00000164116	ENST00000506455	305	2375	GUCY1A1	Q02108
ENSG00000164117	ENST00000393674	267	1223	FBXO8	Q9NRD0
ENSG00000164118	ENST00000457424	306	1503	CEP44	Q9C0F1
ENSG00000164120	ENST00000296522	38	835	HPGD	P15428
ENSG00000164122	ENST00000296525	115	1101	ASB5	Q8WWX0
ENSG00000164123	ENST00000434826	134	691	C4orf45	Q96LM5
ENSG00000164124	ENST00000296529	284	1319	TMEM144	Q7Z5S9
ENSG00000164125	ENST00000393807	408	1988	GASK1B	Q6UWH4
ENSG00000164128	ENST00000296533	267	1418	NPY1R	P25929
ENSG00000164129	ENST00000338566	230	1565	NPY5R	Q15761
ENSG00000164134	ENST00000296543	274	2872	NAA15	Q9BXJ9
ENSG00000164136	ENST00000320650	388	874	IL15	P40933
ENSG00000164142	ENST00000435205	646	3766	FHIP1A	Q05DH4
ENSG00000164144	ENST00000451320	165	1284	ARFIP1	P53367
ENSG00000164151	ENST00000296564	240	7038	ICE1	Q9Y2F5
ENSG00000164161	ENST00000296575	521	2621	HHIP	Q96QV1
ENSG00000164162	ENST00000507656	90	644	ANAPC10	Q9UM13
ENSG00000164163	ENST00000296577	137	1934	ABCE1	P61221
